Competizione,Turno,Data,Casa,Ospite,Periodo,Lato,Squadra,ID partita,Cartellini gialli,Cartellini rossi,Possesso palla,Tiri totali,Tiri in porta,Calci d'angolo,Goal previsti (xG),Grandi occasioni,Passaggi,Tiri fuori,xG sui Tiri in porta (xGOT),Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Gol di testa,Fuorigioco,Punizioni,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Rimesse Laterali,Passaggi lunghi,Passaggi offensivi,Cross,Assist previsti (xA),Falli,Tackles,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati
Copa del Rey,1° turno,29.10.2025,Lorca Deportiva,Almeria,Totale,Ospite,Almeria,rg9HQJqf,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Lorca Deportiva,Almeria,1° tempo,Casa,Lorca Deportiva,rg9HQJqf,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Lorca Deportiva,Almeria,1° tempo,Ospite,Almeria,rg9HQJqf,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Lorca Deportiva,Almeria,2° tempo,Casa,Lorca Deportiva,rg9HQJqf,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Lorca Deportiva,Almeria,2° tempo,Ospite,Almeria,rg9HQJqf,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Naxara,Eibar,Totale,Casa,Naxara,M5RlnIhl,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Naxara,Eibar,Totale,Ospite,Eibar,M5RlnIhl,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Naxara,Eibar,2° tempo,Casa,Naxara,M5RlnIhl,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Naxara,Eibar,2° tempo,Ospite,Eibar,M5RlnIhl,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Cieza,Cordoba,Totale,Casa,Cieza,2aBlNpw2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Cieza,Cordoba,Totale,Ospite,Cordoba,2aBlNpw2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Cieza,Cordoba,1° tempo,Casa,Cieza,2aBlNpw2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Cieza,Cordoba,1° tempo,Ospite,Cordoba,2aBlNpw2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Cieza,Cordoba,2° tempo,Casa,Cieza,2aBlNpw2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Cieza,Cordoba,2° tempo,Ospite,Cordoba,2aBlNpw2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Torrent,Torremolinos,Totale,Casa,Torrent,4t3JpuyQ,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Torrent,Torremolinos,Totale,Ospite,Torremolinos,4t3JpuyQ,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Torrent,Torremolinos,2° tempo,Casa,Torrent,4t3JpuyQ,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Torrent,Torremolinos,2° tempo,Ospite,Torremolinos,4t3JpuyQ,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Atl. Astorga,Mirandes,Totale,Casa,Atl. Astorga,rLFcpdN0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Atl. Astorga,Mirandes,Totale,Ospite,Mirandes,rLFcpdN0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Atl. Astorga,Mirandes,2° tempo,Casa,Atl. Astorga,rLFcpdN0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Atl. Astorga,Mirandes,2° tempo,Ospite,Mirandes,rLFcpdN0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Atl. Astorga,Mirandes,Supplementari,Casa,Atl. Astorga,rLFcpdN0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Atl. Astorga,Mirandes,Supplementari,Ospite,Mirandes,rLFcpdN0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Azuaga,Leganes,Totale,Casa,Azuaga,691tjzD5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Azuaga,Leganes,Totale,Ospite,Leganes,691tjzD5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Azuaga,Leganes,1° tempo,Casa,Azuaga,691tjzD5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Azuaga,Leganes,1° tempo,Ospite,Leganes,691tjzD5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Azuaga,Leganes,2° tempo,Casa,Azuaga,691tjzD5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Azuaga,Leganes,2° tempo,Ospite,Leganes,691tjzD5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Portugalete,Valladolid,Totale,Casa,Portugalete,joJ5rzhD,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Portugalete,Valladolid,Totale,Ospite,Valladolid,joJ5rzhD,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Portugalete,Valladolid,1° tempo,Casa,Portugalete,joJ5rzhD,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Portugalete,Valladolid,1° tempo,Ospite,Valladolid,joJ5rzhD,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Portugalete,Valladolid,2° tempo,Casa,Portugalete,joJ5rzhD,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Portugalete,Valladolid,2° tempo,Ospite,Valladolid,joJ5rzhD,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Navalcarnero,AD Merida,Totale,Casa,Navalcarnero,ITnG2DdB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Navalcarnero,AD Merida,Totale,Ospite,AD Merida,ITnG2DdB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Navalcarnero,AD Merida,2° tempo,Casa,Navalcarnero,ITnG2DdB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Navalcarnero,AD Merida,2° tempo,Ospite,AD Merida,ITnG2DdB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Numancia,Arenas Getxo,Totale,Casa,Numancia,IDnSIGTP,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Numancia,Arenas Getxo,Totale,Ospite,Arenas Getxo,IDnSIGTP,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Numancia,Arenas Getxo,1° tempo,Casa,Numancia,IDnSIGTP,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Numancia,Arenas Getxo,1° tempo,Ospite,Arenas Getxo,IDnSIGTP,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Sant Andreu,Teruel,Totale,Casa,Sant Andreu,xdvivOe3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Sant Andreu,Teruel,Totale,Ospite,Teruel,xdvivOe3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Sant Andreu,Teruel,2° tempo,Casa,Sant Andreu,xdvivOe3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Sant Andreu,Teruel,2° tempo,Ospite,Teruel,xdvivOe3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Sant Andreu,Teruel,Supplementari,Casa,Sant Andreu,xdvivOe3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Sant Andreu,Teruel,Supplementari,Ospite,Teruel,xdvivOe3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Caudal Deportivo,Gijon,Totale,Casa,Caudal Deportivo,nyBEp5Hq,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Caudal Deportivo,Gijon,Totale,Ospite,Gijon,nyBEp5Hq,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Caudal Deportivo,Gijon,2° tempo,Casa,Caudal Deportivo,nyBEp5Hq,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Caudal Deportivo,Gijon,2° tempo,Ospite,Gijon,nyBEp5Hq,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Puente Genil,Cartagena,Totale,Casa,Puente Genil,OQqjuJbm,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Puente Genil,Cartagena,Totale,Ospite,Cartagena,OQqjuJbm,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Puente Genil,Cartagena,2° tempo,Casa,Puente Genil,OQqjuJbm,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Puente Genil,Cartagena,2° tempo,Ospite,Cartagena,OQqjuJbm,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Reus FCR,CE Europa,Totale,Casa,Reus FCR,pMsax2QF,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Reus FCR,CE Europa,Totale,Ospite,CE Europa,pMsax2QF,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Reus FCR,CE Europa,1° tempo,Casa,Reus FCR,pMsax2QF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Reus FCR,CE Europa,1° tempo,Ospite,CE Europa,pMsax2QF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Reus FCR,CE Europa,2° tempo,Casa,Reus FCR,pMsax2QF,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Reus FCR,CE Europa,2° tempo,Ospite,CE Europa,pMsax2QF,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Reus FCR,CE Europa,Supplementari,Casa,Reus FCR,pMsax2QF,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Reus FCR,CE Europa,Supplementari,Ospite,CE Europa,pMsax2QF,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,UD Ourense,Pontevedra,Totale,Casa,UD Ourense,zVSbDfim,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,UD Ourense,Pontevedra,Totale,Ospite,Pontevedra,zVSbDfim,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,UD Ourense,Pontevedra,1° tempo,Casa,UD Ourense,zVSbDfim,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,UD Ourense,Pontevedra,1° tempo,Ospite,Pontevedra,zVSbDfim,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,UD Ourense,Pontevedra,2° tempo,Casa,UD Ourense,zVSbDfim,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,UD Ourense,Pontevedra,2° tempo,Ospite,Pontevedra,zVSbDfim,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,UD Ourense,Pontevedra,Supplementari,Casa,UD Ourense,zVSbDfim,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,UD Ourense,Pontevedra,Supplementari,Ospite,Pontevedra,zVSbDfim,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Ciudad de Lucena,Villarreal,Totale,Casa,Ciudad de Lucena,6kBtkuAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Ciudad de Lucena,Villarreal,Totale,Ospite,Villarreal,6kBtkuAL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Ciudad de Lucena,Villarreal,2° tempo,Casa,Ciudad de Lucena,6kBtkuAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Ciudad de Lucena,Villarreal,2° tempo,Ospite,Villarreal,6kBtkuAL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Jaen,Eldense,Totale,Casa,Jaen,dvrbwcTa,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Jaen,Eldense,Totale,Ospite,Eldense,dvrbwcTa,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Jaen,Eldense,1° tempo,Casa,Jaen,dvrbwcTa,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Jaen,Eldense,1° tempo,Ospite,Eldense,dvrbwcTa,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Jaen,Eldense,2° tempo,Casa,Jaen,dvrbwcTa,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Jaen,Eldense,2° tempo,Ospite,Eldense,dvrbwcTa,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Quintanar del Rey,UD Ibiza,Totale,Casa,Quintanar del Rey,IsSlHCB4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Quintanar del Rey,UD Ibiza,Totale,Ospite,UD Ibiza,IsSlHCB4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Quintanar del Rey,UD Ibiza,1° tempo,Casa,Quintanar del Rey,IsSlHCB4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Quintanar del Rey,UD Ibiza,1° tempo,Ospite,UD Ibiza,IsSlHCB4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Quintanar del Rey,UD Ibiza,2° tempo,Casa,Quintanar del Rey,IsSlHCB4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,Quintanar del Rey,UD Ibiza,2° tempo,Ospite,UD Ibiza,IsSlHCB4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,CD Yuncos,Vallecano,Totale,Casa,CD Yuncos,2H4PgIDt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,CD Yuncos,Vallecano,Totale,Ospite,Vallecano,2H4PgIDt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,CD Yuncos,Vallecano,1° tempo,Casa,CD Yuncos,2H4PgIDt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,29.10.2025,CD Yuncos,Vallecano,1° tempo,Ospite,Vallecano,2H4PgIDt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Puerto de Vega,Celta Vigo,Totale,Casa,Puerto de Vega,GnyzhmP9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Puerto de Vega,Celta Vigo,Totale,Ospite,Celta Vigo,GnyzhmP9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Puerto de Vega,Celta Vigo,2° tempo,Casa,Puerto de Vega,GnyzhmP9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Puerto de Vega,Celta Vigo,2° tempo,Ospite,Celta Vigo,GnyzhmP9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Orihuela,Levante,Totale,Casa,Orihuela,ANHXj1u9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Orihuela,Levante,Totale,Ospite,Levante,ANHXj1u9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Orihuela,Levante,1° tempo,Casa,Orihuela,ANHXj1u9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Orihuela,Levante,1° tempo,Ospite,Levante,ANHXj1u9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Orihuela,Levante,2° tempo,Casa,Orihuela,ANHXj1u9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Orihuela,Levante,2° tempo,Ospite,Levante,ANHXj1u9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Valle Egues,Andorra,Totale,Casa,Valle Egues,2JREvXkn,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Valle Egues,Andorra,Totale,Ospite,Andorra,2JREvXkn,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Valle Egues,Andorra,1° tempo,Casa,Valle Egues,2JREvXkn,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Valle Egues,Andorra,1° tempo,Ospite,Andorra,2JREvXkn,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Valle Egues,Andorra,2° tempo,Casa,Valle Egues,2JREvXkn,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Valle Egues,Andorra,2° tempo,Ospite,Andorra,2JREvXkn,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Deportivo Getxo,Alaves,Totale,Casa,Deportivo Getxo,WOpI4Q8F,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Deportivo Getxo,Alaves,Totale,Ospite,Alaves,WOpI4Q8F,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Deportivo Getxo,Alaves,2° tempo,Casa,Deportivo Getxo,WOpI4Q8F,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Deportivo Getxo,Alaves,2° tempo,Ospite,Alaves,WOpI4Q8F,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Real Avila,Real Aviles,Totale,Casa,Real Avila,8rR6BYLa,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Real Avila,Real Aviles,Totale,Ospite,Real Aviles,8rR6BYLa,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Real Avila,Real Aviles,1° tempo,Casa,Real Avila,8rR6BYLa,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Real Avila,Real Aviles,1° tempo,Ospite,Real Aviles,8rR6BYLa,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Real Avila,Real Aviles,2° tempo,Casa,Real Avila,8rR6BYLa,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Real Avila,Real Aviles,2° tempo,Ospite,Real Aviles,8rR6BYLa,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Real Avila,Real Aviles,Supplementari,Casa,Real Avila,8rR6BYLa,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Real Avila,Real Aviles,Supplementari,Ospite,Real Aviles,8rR6BYLa,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Baleares,Gimnastic,Totale,Casa,Baleares,bDZBGK3d,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Baleares,Gimnastic,Totale,Ospite,Gimnastic,bDZBGK3d,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Baleares,Gimnastic,1° tempo,Casa,Baleares,bDZBGK3d,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Baleares,Gimnastic,1° tempo,Ospite,Gimnastic,bDZBGK3d,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,UD Logrones,Ponferradina,Totale,Casa,UD Logrones,CzON7jLO,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,UD Logrones,Ponferradina,Totale,Ospite,Ponferradina,CzON7jLO,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,UD Logrones,Ponferradina,1° tempo,Casa,UD Logrones,CzON7jLO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,UD Logrones,Ponferradina,1° tempo,Ospite,Ponferradina,CzON7jLO,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,UD Logrones,Ponferradina,2° tempo,Casa,UD Logrones,CzON7jLO,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,UD Logrones,Ponferradina,2° tempo,Ospite,Ponferradina,CzON7jLO,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Atletic Lleida,Espanyol,Totale,Casa,Atletic Lleida,ENn5KT4U,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Atletic Lleida,Espanyol,Totale,Ospite,Espanyol,ENn5KT4U,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Atletic Lleida,Espanyol,2° tempo,Casa,Atletic Lleida,ENn5KT4U,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,Atletic Lleida,Espanyol,2° tempo,Ospite,Espanyol,ENn5KT4U,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,UD Samano,A Coruna,Totale,Casa,UD Samano,2PnO0H7s,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,UD Samano,A Coruna,Totale,Ospite,A Coruna,2PnO0H7s,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,UD Samano,A Coruna,1° tempo,Casa,UD Samano,2PnO0H7s,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copa del Rey,1° turno,30.10.2025,UD Samano,A Coruna,1° tempo,Ospite,A Coruna,2PnO0H7s,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
